"studium_id";"zaverecna_prace_id";"cislo_terminu";"vedouci_jmeno";"navrh_znamky_vedouci";"oponent_jmeno";"navrh_znamky_oponent";"datum_obhajoby";"zaverecna_prace_hodnoceni";"nazev_cs";"nazev_en";"typ_prace";"jazyk_prace"
"11697706";"919022822705";"1";"doc. RNDr. Ing. Marcel Jiřina, Ph.D.";"1";"doc. Ing. Pavel Kordík, Ph.D.";"1";"2018-06-19";"1";"Optimalizace metod pro předzpracování dat pro co nejlepší klasifikaci";"Optimizing of methods for data preprocessing for the best possible classification";"B";"CS"
"11676906";"920143719105";"1";"Ing. Daniel Vašata, Ph.D.";"2";"Mgr. Jan Starý, Ph.D.";"2";"2018-06-20";"2";"Sledování a analýza článků v médiích";"Media articles tracking and evaluation";"B";"SL"
"13019006";"920422259105";"1";"Ing. Daniel Vašata, Ph.D.";"1";"Ing. Marek Sušický";"1";"2018-06-14";"1";"Hodnocení smluv zveřejňovaných v Registru smluv s ohledem na podezření z korupce";"Suspicion of corruption rating of contracts published in the government contracts registry";"M";"CS"
"13019306";"922667643505";"1";"";"1.5";"MSc. Juan Pablo Maldonado Lopez, Ph.D.";"1.5";"2018-06-14";"1.5";"Vývoj aplikace pro RFM analýzu a její nasazení v analytickém prostředí Keboola Connection";"Custom RFM application development and implementation in Keboola Connection ecosystem";"M";"CS"
"9190106";"922948985105";"1";"doc. RNDr. Ing. Marcel Jiřina, Ph.D.";"2";"Ing. Jiří Chludil";"2";"2018-06-19";"2";"Vyhodnocování kvality nakreslených geometrických útvarů";"Evaluating the quality of the geometric shapes";"B";"CS"
"13034206";"923515092505";"1";"doc. RNDr. Ing. Marcel Jiřina, Ph.D.";"1";"doc. Ing. Mgr. Petr Klán, CSc.";"1.5";"2018-06-13";"1.5";"Identifikace emočních stavů člověka na základě posloupnosti snímků jeho obličeje";"Identification of the human emotional states based on a sequence of images of his face";"M";"CS"
"14258006";"923516401105";"1";"doc. Ing. Pavel Kordík, Ph.D.";"1.5";"doc. RNDr. Pavel Surynek, Ph.D.";"1.5";"2019-06-24";"1.5";"Gramatická interaktivní evoluce grafických rozhraní";"Grammar interactive evolution of graph interfaces";"B";"EN"
"11658206";"923516486805";"1";"Ing. Zdeněk Buk, Ph.D.";"1";"Ing. Michal Štepanovský, Ph.D.";"1";"2018-06-13";"1";"DeepRCar: Autonomní model auta";"DeepRCar: An Autonomous Car Model";"M";"EN"
"13029006";"924360378805";"1";"Ing. Zdeněk Buk, Ph.D.";"1";"Ing. Michal Štepanovský, Ph.D.";"1.5";"2018-06-13";"1.5";"3D simulátor pro trénování autonomních robotů";"3D simulator for vision-based training of autonomous robots";"M";"EN"
"11710706";"924361618105";"1";"Ing. Tomáš Řehořek, Ph.D.";"1";"doc. Ing. Pavel Kordík, Ph.D.";"1";"2018-06-20";"1";"Doporučovací modely založené na obrázcích";"Recommendation Models Based on Images";"B";"CS"
"12030306";"924361801505";"1";"Ing. Magda Friedjungová, Ph.D.";"2";"Ing. Zdeněk Balák";"2";"2018-06-19";"2";"Framework pro tvorbu diagnostického znalostního systému";"Framework for a Diagnostic Expert System";"B";"CS"
"13500606";"926319317705";"1";"Ing. Jan Motl";"2";"doc. RNDr. Pavel Surynek, Ph.D.";"1.5";"2018-06-13";"1.5";"Klasifikace na temporálních relačních datech";"Temporal Relational Classification";"M";"CS"
"11717706";"927142138105";"1";"doc. RNDr. Pavel Surynek, Ph.D.";"1";"Ing. Karel Klouda, Ph.D.";"2";"2018-06-19";"1.5";"Předpovídání výsledků hry Dota 2";"Prediction of Dota 2 Game Result";"B";"EN"
"11685406";"927419290305";"1";"Ing. Radomír Polách";"2";"Ing. Miroslav Skrbek, Ph.D.";"3";"2018-06-20";"3";"Sběr dat pomocí Raspberry Pi a technologie Bluetooth pro Internet věcí";"Platform for collecting and processing data from Raspberry Pi using Bluetooth technology for the internet of things";"B";"CS"
"11684106";"927419556805";"1";"Ing. Jan Motl";"1";"Mgr. Jitka Rybníčková, Ph.D.";"1.5";"2018-06-20";"1.5";"Optimalizace přiřazení klientů k zaměstnancům";"Assignment problem optimization";"B";"CS"
"11722906";"927420291305";"1";"MSc. Juan Pablo Maldonado Lopez, Ph.D.";"1";"doc. Ing. Pavel Kordík, Ph.D.";"1.5";"2018-06-19";"1.5";"Rozpoznávání částí obličeje";"Facial feature detection";"B";"EN"
"14285906";"963735957005";"1";"";"1";"MSc. Juan Pablo Maldonado Lopez, Ph.D.";"1.5";"2019-06-13";"1";"Přenos výtvarného stylu na mobilních zařízeních";"Example-Based Stylization on Mobile Devices";"M";"EN"
"13020106";"976297128505";"1";"Ing. Jan Šedivý, CSc.";"1";"Ing. Stanislav Kuznetsov";"1";"2019-02-06";"1";"Sémantické porozumění konverzaci";"Semantic understanding of natural conversation";"M";"EN"
"13020506";"988757769805";"1";"doc. Ing. Mgr. Petr Klán, CSc.";"1";"Ing. Karel Klouda, Ph.D.";"1";"2020-02-11";"1";"Automatické generování modelů pro virtuální realitu";"Automatic Creation of Models for Virtual Reality";"M";"CS"
"12037406";"989856659105";"1";"";"2.5";"Ing. Magda Friedjungová, Ph.D.";"2";"2019-06-24";"2.5";"Automatizace testování softwaru na různých verzích platformy Apache Spark";"Automatization of software testing on various versions of the Apache Spark platform";"B";"CS"
"11733506";"991224005305";"1";"doc. Ing. Pavel Kordík, Ph.D.";"2.5";"";"3";"2019-06-20";"2.5";"Doporučování filmů k akvizici";"Recommendation of new movies to obtain";"B";"EN"
"12967606";"991493673405";"1";"doc. RNDr. Pavel Surynek, Ph.D.";"1";"MSc. Juan Pablo Maldonado Lopez, Ph.D.";"1";"2019-06-24";"1";"Testovací instance pro multi-agentní hledání cest";"Benchmarks for Multi-Agent Path Finding";"B";"EN"
"15630406";"991764303805";"1";"MSc. Juan Pablo Maldonado Lopez, Ph.D.";"1";"doc. Ing. Štěpán Starosta, Ph.D.";"4";"2019-06-13";"3";"Učení přistávání samořiditelných letadel";"Learning to land";"M";"EN"
"14293806";"991764902805";"1";"MSc. Juan Pablo Maldonado Lopez, Ph.D.";"1";"Ing. Karel Klouda, Ph.D.";"1";"2019-06-13";"1";"Comic2vec: vektorová reprezentace komiksů";"Comic2vec: Vector representation of comics";"M";"EN"
"13013506";"996053230905";"1";"MSc. Juan Pablo Maldonado Lopez, Ph.D.";"1";"Ing. Daniel Vašata, Ph.D.";"1.5";"2019-06-19";"1";"Analýza satelitních snímků pro predikci výnosu plodin";"Satellite image analysis for crop yield prediction";"B";"EN"
"12958606";"1001497146805";"1";"doc. RNDr. Pavel Surynek, Ph.D.";"1";"Ing. Daniel Dombek, Ph.D.";"1";"2019-06-24";"1";"Zpracování a úpravy výstupů automatické transkripce hudby";"Processing and Editing the Outputs of Automated Music Transcription";"B";"CS"
"13017806";"1002865778905";"1";"Ing. Tomáš Řehořek, Ph.D.";"1";"MSc. Juan Pablo Maldonado Lopez, Ph.D.";"1";"2019-06-12";"1";"Neurální faktorizační modely pro doporučovací systémy";"Deep Latent Factor Models for Recommender Systems";"M";"EN"
"12986606";"1003137241905";"1";"Ing. Magda Friedjungová, Ph.D.";"2";"Ing. Tomáš Kalvoda, Ph.D.";"2";"2020-09-07";"2";"Automatické kolorování obrázků";"Automatic Image Colorization";"B";"EN"
"12962706";"1005059616505";"1";"Ing. Tomáš Kalvoda, Ph.D.";"1";"Ing. Karel Klouda, Ph.D.";"1";"2019-06-20";"1";"Optimalizační metody ve znalostním inženýrství";"Optimization Methods in Knowledge Engineering";"B";"EN"
"14242206";"1005615260505";"1";"Ing. Marek Sušický";"1";"MSc. Juan Pablo Maldonado Lopez, Ph.D.";"2";"2019-06-12";"1.5";"Serverový modul pro hledání podgrafů";"Server module for subgraph similarity search";"M";"CS"
"12971206";"1007330047205";"1";"";"1";"Ing. Magda Friedjungová, Ph.D.";"1";"2019-06-24";"1";"Využití metodiky Data vault pro ETL procesy";"Data vault modeling methodology application for ETL processes";"B";"CS"
"14242006";"1007330241205";"1";"doc. Ing. Pavel Kordík, Ph.D.";"1";"Ing. Jaroslav Kuchař, Ph.D.";"2.5";"2019-06-12";"2";"Neuronové autoencodery pro doporučování";"Neural Autoencoders in Recommender Systems";"M";"EN"
"12957706";"1007330314705";"1";"doc. Ing. Pavel Kordík, Ph.D.";"1";"MSc. Juan Pablo Maldonado Lopez, Ph.D.";"1";"2019-06-24";"1";"Detekce uživatelských podúčtů pro lepší doporučování";"User subaccounts detection for better recommendation";"B";"EN"
"14249606";"1008434759505";"1";"Ing. Kamil Dedecius, Ph.D.";"1";"Ing. Tomáš Vondra, Ph.D.";"2";"2019-06-13";"1";"Předpověď cen elektřiny v závislosti na počasí";"Electricity price forecasting based on weather conditions";"M";"EN"
"12956906";"1009819386205";"1";"MSc. Juan Pablo Maldonado Lopez, Ph.D.";"1";"Mgr. Jan Starý, Ph.D.";"3";"2019-06-20";"2.5";"Strojové učení pro detekci finančních trestných činů";"Machine learning for financial crime detection";"B";"EN"
"11719906";"1014810606705";"1";"Ing. Jiří Novák, Ph.D.";"2.5";"Ing. Karel Klouda, Ph.D.";"3";"2020-02-04";"3";"Našeptávač v systému TA ČR Starfos";"Autocomplete in the system TA ČR Starfos";"B";"EN"
"14295106";"1017429098805";"1";"Ing. Marek Sušický";"1.5";"Ing. Michal Valenta, Ph.D.";"1";"2019-06-13";"1.5";"Využití grafových databází pro pokročilou analýzu dat";"Graph databases for advanced analytics";"M";"SL"
"11683406";"1019477980505";"1";"Ing. Stanislav Kuznetsov";"1";"doc. Ing. Štěpán Starosta, Ph.D.";"2";"2019-06-19";"1.5";"Algoritmus tržních signálů založený na rozpoznávání obrazů";"Market signal algorithm based on image recognition";"B";"EN"
"14246406";"1019478253805";"1";"doc. RNDr. Ing. Marcel Jiřina, Ph.D.";"1.5";"Mgr. Jan Starý, Ph.D.";"2";"2019-06-12";"1.5";"Detekce, sledování a extrakce biometrických údajů pomocí kamery pro využití v maloobchodě";"People detection, tracking and biometric data extraction using a single camera for retail usage";"M";"EN"
"12973606";"1019765672305";"1";"Ing. Tomáš Řehořek, Ph.D.";"1";"Ing. Kamil Dedecius, Ph.D.";"1";"2019-06-19";"1";"Analýza vlivu kontextu interakcí při doporučování kolaborativním filtrováním";"Analyzing Impact of Interaction Context in Collaborative Filtering";"B";"EN"
"12999806";"1019766043405";"1";"Ing. Karel Klouda, Ph.D.";"1.5";"Ing. Magda Friedjungová, Ph.D.";"2";"2019-06-19";"2";"Predikce výsledků zápasů v NHL";"NHL match results prediction";"B";"CS"
"13009506";"1021489602205";"1";"Ing. Karel Klouda, Ph.D.";"2";"Ing. Tomáš Kalvoda, Ph.D.";"2";"2019-06-19";"2";"Systém pro detekci problémů na trase šifrovací hry";"Detecting problems in outdoor cypher games";"B";"CS"
"12981306";"1021490526505";"1";"doc. Ing. Pavel Kordík, Ph.D.";"1";"doc. Ing. Ivan Šimeček, Ph.D.";"1.5";"2019-06-20";"1";"Škálovatelnost algoritmu nejbližších sousedů";"Scalability of Nearest Neighbor Algorithm";"B";"CS"
"12984906";"1021491484005";"1";"Ing. Daniel Vašata, Ph.D.";"1";"Ing. Karel Klouda, Ph.D.";"1";"2019-06-19";"1";"Analýza diskusních komentářů na českých zpravodajských serverech";"Discussion comments analysis on Czech news websites";"B";"CS"
"12964906";"1021779231805";"1";"Ing. Daniel Vašata, Ph.D.";"1";"Mgr. Petr Novák, Ph.D.";"1.5";"2019-06-19";"1";"Analýza sentimentu recenzí v českém jazyce";"Product review sentiment analysis in the Czech language";"B";"EN"
"11710906";"1023218064205";"1";"MSc. Juan Pablo Maldonado Lopez, Ph.D.";"1.5";"Ing. Daniel Vašata, Ph.D.";"2.5";"2019-06-24";"2.5";"Predikce zemětřesení pomocí metod strojového učení";"Machine learning for earthquake prediction and forecasting";"B";"EN"
"12989606";"1023507007005";"1";"Ing. Karel Klouda, Ph.D.";"1";"Ing. Magda Friedjungová, Ph.D.";"1";"2019-06-19";"1";"Strojová detekce různých významů slova";"Word sense representation for the Czech language";"B";"EN"
"12966506";"1023508263805";"1";"";"1";"MSc. Juan Pablo Maldonado Lopez, Ph.D.";"1";"2019-06-20";"1";"Abstrakce v posilovaném učení";"Abstraction in Reinforcement Learning";"B";"EN"
"11740106";"1024088354805";"1";"doc. RNDr. Pavel Surynek, Ph.D.";"1";"Ing. Daniel Vašata, Ph.D.";"1";"2020-02-04";"1";"Využití umělých neuronových sítí při řešení hlavolamu (N^2-1)";"Application of Artificial Neural Networks in Solving the (N^2-1)-Puzzle";"B";"EN"
"14265306";"1025239918005";"1";"Ing. Zdeněk Buk, Ph.D.";"1";"doc. RNDr. Pavel Surynek, Ph.D.";"1.5";"2019-06-12";"1.5";"Detekce podobností datových domén pomocí metod strojového učení";"Detecting similarities of data domains using machine learning methods";"M";"SL"
"12984606";"1025240270505";"1";"doc. Ing. Pavel Kordík, Ph.D.";"1";"Ing. Magda Friedjungová, Ph.D.";"1";"2019-06-24";"1";"Algoritmy pro strojové odpovídání na dotazy v přirozeném jazyce";"Question Answering Algorithms in Natural Language";"B";"EN"
"12988606";"1025530964605";"1";"Ing. Jan Motl";"1.5";"Ing. Daniel Vašata, Ph.D.";"1";"2019-06-20";"1";"Heterogenní kernel";"Heterogeneous kernel";"B";"SL"
"12290206";"1025531722005";"1";"Ing. Miroslav Skrbek, Ph.D.";"2.5";"doc. RNDr. Pavel Surynek, Ph.D.";"1.5";"2020-02-04";"2";"Řízení robotů myšlenkou na bázi EEG signálu";"Robot control by EEG signal";"B";"CS"
"13008206";"1026402120405";"1";"MSc. Juan Pablo Maldonado Lopez, Ph.D.";"1";"Ing. Karel Klouda, Ph.D.";"1.5";"2019-06-24";"1";"Zvětšování množiny dat pro posilování učení";"Data augmentation for reinforcement learning";"B";"EN"
"13518306";"1026402350405";"1";"Ing. Petr Máj";"1";"RNDr. Jiřina Scholtzová, Ph.D.";"1";"2019-06-20";"1";"Implementace vyhodnocovače lambda výrazu";"Implementation of lambda expressions evaluator";"B";"EN"
"13013306";"1026402617805";"1";"Ing. Karel Klouda, Ph.D.";"1";"Mgr. Petr Novák, Ph.D.";"1.5";"2019-06-19";"1";"Pravděpodobnostní algoritmy pro výpočet odhadu metodou LTS";"Probabilistic algorithms for computing the LTS estimate";"B";"EN"
"14319106";"1026977632605";"1";"Ing. Jakub Novák";"1";"";"1.5";"2020-06-18";"1";"Detekce a analýza částic proteinů v obrazech z optického mikroskopu";"Protein particles detection and analysis in images from optical microscopy";"M";"EN"
"13518206";"1026978560105";"1";"doc. Ing. Pavel Kordík, Ph.D.";"1";"MSc. Juan Pablo Maldonado Lopez, Ph.D.";"1.5";"2019-06-20";"1";"Klasifikace webových adres pomocí hlubokých neuronových sítí";"Classification of URLs Using Deep Neural Networks";"B";"EN"
"13501606";"1027265798305";"2";"doc. Ing. Pavel Kordík, Ph.D.";"1";"Ing. Tomáš Kalvoda, Ph.D.";"1.5";"2020-09-01";"1.5";"Doporučování na základě obrázků produktů";"Recommendation based on product images";"M";"EN"
"13501606";"1027265798305";"2";"doc. Ing. Pavel Kordík, Ph.D.";"1";"Ing. Tomáš Kalvoda, Ph.D.";"1.5";"2020-09-01";"1.5";"Doporučování na základě obrázků produktů";"Recommendation based on product images";"M";"EN"
"12991606";"1027559139905";"1";"doc. RNDr. Pavel Surynek, Ph.D.";"1.5";"Ing. Pavel Hrabák, Ph.D.";"4";"2020-02-04";"3";"Multi-agentní hledání cest pro připojené roboty";"Multi-agent Path Finding for Connected Robots";"B";"CS"
"12972606";"1029255358105";"1";"";"1";"Ing. Karel Klouda, Ph.D.";"1";"2019-06-19";"1";"Interpolace a extrapolace snímků naměřených srážkovým radarem";"Interpolation and extrapolation of subsequent weather radar images";"B";"EN"
"13520306";"1032340083405";"1";"";"1.5";"MSc. Juan Pablo Maldonado Lopez, Ph.D.";"1.5";"2019-06-20";"1.5";"Development, Application and Representation of Algorithms for Discoveries with the ATLAS Forward Proton (AFP) Detector at CERN";"Development, Application and Representation of Algorithms for Discoveries with the ATLAS Forward Proton (AFP) Detector at CERN";"B";"EN"
"11686806";"1049840170005";"1";"";"2";"MSc. Juan Pablo Maldonado Lopez, Ph.D.";"2";"2019-06-20";"3";"Optimizing a large database for monitoring tropospheric and meteorological parameters";"Optimizing a large database for monitoring tropospheric and meteorological parameters";"B";"EN"
"14303406";"1053878612805";"1";"Ing. Marek Sušický";"1.5";"Ing. Kamil Dedecius, Ph.D.";"2";"2020-02-11";"1.5";"Vizualizace a predikce pražské příměstské dopravy";"Visualization and prediction of Prague public transport";"M";"CS"
"12993006";"1064579722405";"1";"";"1";"Ing. Mgr. Ladislava Smítková Janků, Ph.D.";"1";"2020-06-30";"1";"Study of light-by-light scattering with the ATLAS Forward Proton (AFP) Detector at CERN";"Study of light-by-light scattering with the ATLAS Forward Proton (AFP) Detector at CERN";"B";"EN"
"14294306";"1079342134705";"1";"";"1";"Ing. Kamil Dedecius, Ph.D.";"1";"2020-02-11";"1";"Doménová adaptace ve spektroskopických přehlídkách oblohy založená na neuronových sítích";"Neural Networks Based Domain Adaptation in Spectroscopic Sky Surveys";"M";"EN"
"13003506";"1084809725105";"1";"Ing. Tomáš Kalvoda, Ph.D.";"1";"doc. Ing. Ivan Šimeček, Ph.D.";"2";"2020-02-04";"1.5";"Analýza veřejných systémů pro předpovědi počasí";"Analysis of public systems for weather forecasting";"B";"CS"
"16197306";"1091259487205";"1";"";"1.5";"Ing. Magda Friedjungová, Ph.D.";"1.5";"2020-09-01";"1.5";"Využití AI/ML metod pro měření datové kvality";"Utilizing AI/ML methods for measuring data quality";"M";"EN"
"14279206";"1092114632605";"1";"";"1";"doc. Ing. Pavel Kordík, Ph.D.";"1.5";"2020-02-11";"1.5";"Multi-instrument Music Transcription";"Multi-instrument Music Transcription";"M";"EN"
"12994506";"1093810613805";"1";"Ing. Jakub Novák";"1";"Ing. Mgr. Ladislava Smítková Janků, Ph.D.";"1";"2020-06-24";"1";"Obrazová detekce a extrakce informací z dokladů";"Information detection and extraction from ID cards";"B";"CS"
"14792906";"1093810670505";"1";"Ing. Daniel Vašata, Ph.D.";"1.5";"Ing. Magda Friedjungová, Ph.D.";"1.5";"2020-02-11";"1.5";"Curriculum Learning of Neural Networks";"Curriculum Learning of Neural Networks";"M";"EN"
"13110406";"1094092299105";"1";"Ing. Daniel Vašata, Ph.D.";"1";"Ing. Karel Klouda, Ph.D.";"1";"2020-02-04";"1";"Unsupervised machine translation between Czech and German language";"Unsupervised machine translation between Czech and German language";"B";"EN"
"14257906";"1102231056505";"1";"";"1";"doc. Ing. Pavel Kordík, Ph.D.";"1";"2020-06-17";"1";"Urychlení evoluční optimalizace pomocí response surface modelů na benchmarkových funkcích z praxe";"Accelerating evolutionary optimization using response surface models on real-world benchmarks";"M";"CS"
"14308706";"1103968822105";"1";"Ing. Kamil Dedecius, Ph.D.";"2.5";"";"2.5";"2020-06-17";"2.5";"Fúze heterogenních modelů v sítích spolupracujících agentů";"Fusion of heterogeneous models in agent networks";"M";"EN"
"14306306";"1110015613205";"1";"Ing. Magda Friedjungová, Ph.D.";"1";"Ing. Daniel Vašata, Ph.D.";"1";"2020-06-24";"1";"Rozšíření dat pomocí generativních adversariálních sítí";"Data Augmentation Using Generative Adversarial Networks";"B";"EN"
"14257306";"1110595402205";"1";"Ing. Magda Friedjungová, Ph.D.";"1";"Ing. Daniel Vašata, Ph.D.";"1";"2020-06-23";"1";"Dokreslování obrázků pomocí generativních adversariálních sítí";"Image Inpainting Using Generative Adversarial Networks";"B";"EN"
"14299006";"1111754506605";"1";"Ing. Markéta Jůzlová";"1.5";"Ing. Karel Klouda, Ph.D.";"1.5";"2020-06-23";"1.5";"Meta-učení pro automatický výběr modelu strojového učení a optimalizaci jeho hyperparametrů";"Meta-learning for automatic model selection and hyperparameter optimization";"B";"EN"
"14244106";"1111754850705";"1";"";"1";"Ing. Jaroslav Kuchař, Ph.D.";"1.5";"2020-06-23";"1";"Big Data architektura pro sběr streamovaných dat";"Big Data architecture for stream data collection";"B";"SL"
"15641406";"1117321604805";"1";"";"1";"doc. Ing. Pavel Kordík, Ph.D.";"1";"2020-06-18";"1";"Detekce anomalií pomocí Extended Isolation Forest algoritmu";"Anomaly detection using Extended Isolation Forest";"M";"EN"
"13511306";"1121161560305";"1";"Ing. Jakub Žitný";"2";"Ing. Jakub Novák";"2.5";"2020-06-23";"2";"Detekce orgánů v CT snímcích pomocí neuronových sítí";"Detection of organs in CT images using Neural Networks";"B";"EN"
"12980206";"1121755013105";"1";"Ing. Jakub Žitný";"1";"Ing. Magda Friedjungová, Ph.D.";"1.5";"2020-06-23";"1.5";"Detekce nádorů v CT snímcích pomocí neuronových sítí";"Tumor detection in CT images using Neural Networks";"B";"EN"
"13514706";"1121755578105";"1";"Ing. Stanislav Kuznetsov";"1";"doc. Ing. Pavel Kordík, Ph.D.";"1";"2020-06-30";"1";"Automatické vytváření profilů expertů z veřejných dat";"Automated creation of experts profiles from public data";"B";"SL"
"15641706";"1122969978305";"1";"Ing. Tomáš Řehořek, Ph.D.";"1";"Ing. Mgr. Ladislava Smítková Janků, Ph.D.";"1";"2020-06-17";"1";"Doporučovací modely založené na rekurentních neuronových sítích";"Recommendations Model Based on Recurrent Neural Networks";"M";"CS"
"15630506";"1122970567805";"1";"Ing. Kamil Dedecius, Ph.D.";"1";"";"1";"2020-06-18";"1";"Sekvenční bayesovská poissonovská regrese";"Sequential Bayesian Poisson regression";"M";"EN"
"14292706";"1123575984005";"1";"Ing. Jakub Žitný";"2";"Ing. Lukáš Brchl";"2.5";"2020-09-07";"2.5";"Detekce poruch v rentgenových snímcích pomocí neuronových sítí";"Detecting abnormalities in X-Ray images using Neural Networks";"B";"EN"
"12997406";"1124172484405";"1";"Ing. Lucie Svitáková";"1";"Ing. Kamil Dedecius, Ph.D.";"1";"2020-06-23";"1";"Portál výsledků analýzy dat a dalších informací o STK";"Portal for Representation of Analytical Results and Other Information About Technical Inspection Stations";"B";"CS"
"12982006";"1124473084105";"1";"";"1";"doc. RNDr. Pavel Surynek, Ph.D.";"1.5";"2020-06-30";"1";"Simulace sledovaní vozidla v prostředí Carla";"Car chasing simulation in Carla";"B";"EN"
"14264806";"1126572149405";"1";"Mgr. Petr Šimánek";"1";"doc. Ing. Pavel Kordík, Ph.D.";"1";"2020-06-30";"1";"Metody hlubokého učení pro detekci poruch z CCTV inspekce kanalizační sítě";"Deep learning for detection of defects in sewer CCTV";"B";"EN"
"15639906";"1127174907405";"1";"Ing. Tomáš Borovička";"1";"Ing. Karel Klouda, Ph.D.";"1";"2020-06-17";"1";"Aplikace technik umělé inteligence v prediktivní údržbě";"Application of Artificial Intelligence Techniques in Predictive Maintenance";"M";"EN"
"14305706";"1129586774705";"1";"";"1";"Mgr. Eva Pernecká, Ph.D.";"1";"2020-06-24";"1";"Deduplikace dat o veřejných zakázkách";"Deduplication of public procurement data";"B";"CS"
"12979006";"1130490008205";"1";"Ing. Jakub Žitný";"1.5";"Ing. Tomáš Kalvoda, Ph.D.";"2.5";"2020-06-24";"2";"Detekce poruch v rentgenových snímcích pomocí neuronových sítí";"Detecting abnormalities in X-Ray images using Neural Networks";"B";"EN"
"14282406";"1130789820205";"1";"Ing. Radek Richtr, Ph.D.";"1";"Mgr. Petr Matyáš";"1";"2020-09-07";"1";"Rozpoznávání želv";"Turtle recognition";"B";"CS"
"12990806";"1130791898005";"1";"doc. RNDr. Pavel Surynek, Ph.D.";"1.5";"RNDr. Luděk Kleprlík, Ph.D.";"1";"2020-06-23";"1";"Kompilace algoritmů hledání cest pro skupinu malých mobilních robotů";"Compilation of Path Finding Algorithms for a Group of Small Mobile Robots";"B";"CS"
"12991306";"1130795253105";"1";"doc. RNDr. Pavel Surynek, Ph.D.";"1";"RNDr. Kateřina Trlifajová, Ph.D.";"1";"2020-09-07";"1";"Řízení mobilních agentů pomocí konečných automatů ve scénářích s protivníkem";"Controlling Mobile Agents by Finite Automatons in Adversarial Scenarios";"B";"CS"
"12963306";"1131094185705";"1";"Ing. Jan Motl";"1.5";"Mgr. Petr Šimánek";"2";"2020-09-07";"1.5";"Rozhodovací strom na proudu příznaků";"The decision tree on a stream of features";"B";"EN"
"15631306";"1131095032805";"1";"Ing. Jan Motl";"1.5";"doc. Ing. Ivan Šimeček, Ph.D.";"2.5";"2020-06-18";"2.5";"Metaučení přínosu příznaků";"Meta-learning for feature selection";"M";"CS"
"12963406";"1131098768305";"1";"Ing. Jakub Žitný";"2";"Ing. Magda Friedjungová, Ph.D.";"2.5";"2020-06-24";"2.5";"Detekce diabetické retinopatie a dalších diagnóz pomocí neuronových sítí";"Detecting diabetic retinopathy and related diagnoses using Neural Networks";"B";"EN"
"14321406";"1131099218205";"1";"Mgr. Jan Starý, Ph.D.";"1";"Ing. Daniel Dombek, Ph.D.";"1.5";"2020-06-24";"1";"Arbitrážní příležitosti kryptoměn";"Arbitrage Opportunities in Cryptocurrencies";"B";"CS"
"14255506";"1131398776005";"1";"Ing. Karel Klouda, Ph.D.";"1";"Ing. Mgr. Pavla Vozárová, Ph.D., M.A.";"1.5";"2020-06-23";"1";"Predikce hodnoty hráčů fotbalu";"Football player value prediction";"B";"CS"
"15629006";"1131700082305";"1";"";"1";"doc. Ing. Pavel Kordík, Ph.D.";"1.5";"2020-06-17";"1.5";"Optimalizace nastavení náhradních modelů pomocí analýzy tvaru funkcí";"Optimization of surrogate model settings using landscape analysis";"M";"EN"
"14301406";"1131700253605";"1";"Ing. Karel Klouda, Ph.D.";"1.5";"RNDr. Petr Olšák";"1.5";"2020-06-24";"1.5";"Predikce vybraných událostí v basketbalovém utkání";"Predicting selected basketball match events";"B";"CS"
"15631806";"1132000718905";"1";"doc. RNDr. Pavel Surynek, Ph.D.";"1.5";"Ing. Karel Klouda, Ph.D.";"1.5";"2020-06-17";"1.5";"Centralizované plánování autonomní dopravy";"Centralized Planning of Autonomous Traffic";"M";"CS"
"14315606";"1132000734105";"1";"Ing. Jaroslav Kuchař, Ph.D.";"1";"Ing. Marek Sušický";"1.5";"2020-06-18";"1";"Open-source doporučovací systém pro české veřejné zakázky";"Open-source recommender system for Czech public procurement";"M";"CS"
"12998806";"1132903708805";"1";"Ing. Jan Motl";"1.5";"Ing. Kamil Dedecius, Ph.D.";"1.5";"2020-09-07";"1.5";"Lineární diskriminační analýza na proudu příznaků";"Linear Discriminant Analysis on Stream of Features";"B";"CS"
"12976406";"1133205843005";"1";"Mgr. Petr Šimánek";"1";"doc. Ing. Pavel Kordík, Ph.D.";"1";"2020-06-30";"2";"Detekce anomálií v průtoku vodovodním potrubí";"Detection of anomalies in water main flow time series";"B";"EN"
"15636906";"1133206012205";"1";"Ing. Petr Pulc";"1";"";"1.5";"2020-06-17";"1.5";"Zpřesnění digitálního výškového modelu ze satelitních snímků";"Digital elevation model refinement from satellite imagery";"M";"CS"
"14305906";"1133812270205";"1";"Ing. Václav Jirovský, Ph.D.";"1";"Ing. Tomáš Kalvoda, Ph.D.";"1.5";"2020-06-24";"1";"Automatické zpracování tištěné papírové účtenky za palivo";"Automated processing of printed fuel receipt";"B";"CS"
"14281206";"1133982184805";"1";"Ing. Václav Jirovský, Ph.D.";"1";"Ing. Kamil Dedecius, Ph.D.";"1";"2020-09-07";"1";"Automatické analýzy big data v projektu sdílených vozidel Uniqway";"Automated big data analysis for carsharing project Uniqway";"B";"CS"
"15642206";"1134652550105";"1";"Ing. Lukáš Brchl";"3";"doc. RNDr. Pavel Surynek, Ph.D.";"1.5";"2020-09-01";"2";"Detekce a sledování vozidel z video záznamu pro analytické účely";"Detection and tracking of vehicles from video sequence for analytical purposes";"M";"CS"
